campaign_id,customer_id,program,channel,sent_at,opened,clicked,redeemed,revenue
CMP-02795,GST-01857,Summer Stay Drop,push,2026-02-11T01:00:00.000Z,true,true,false,0
CMP-02796,GST-02108,Birthday Reward,email,2025-12-21T01:00:00.000Z,true,false,false,0
CMP-02797,GST-00343,Resort Weekender,sms,2025-05-12T00:00:00.000Z,true,false,false,0
CMP-02798,GST-01502,Welcome Series,email,2025-03-01T01:00:00.000Z,false,false,false,0
CMP-02799,GST-01495,Birthday Reward,email,2026-05-10T00:00:00.000Z,false,false,false,0
CMP-02800,GST-01112,Platinum Exclusive,push,2025-03-26T00:00:00.000Z,true,false,false,0
CMP-02801,GST-00936,Spa + Stay Package,sms,2026-04-29T00:00:00.000Z,true,false,false,0
CMP-02802,GST-00503,Platinum Exclusive,sms,2025-01-09T01:00:00.000Z,true,true,true,270.71
CMP-02803,GST-02086,Spa + Stay Package,sms,2025-02-12T01:00:00.000Z,true,true,false,0
CMP-02804,GST-01687,Resort Weekender,sms,2024-12-17T01:00:00.000Z,false,false,false,0
CMP-02805,GST-01406,Tier Upgrade Nudge,sms,2026-04-18T00:00:00.000Z,true,false,false,0
CMP-02806,GST-01390,Reactivation 30d,sms,2025-01-26T01:00:00.000Z,true,false,false,0
CMP-02807,GST-00626,Reactivation 60d,sms,2025-04-11T00:00:00.000Z,true,false,false,0
CMP-02808,GST-00728,Tier Upgrade Nudge,push,2026-05-15T00:00:00.000Z,true,true,false,0
CMP-02809,GST-00654,Tier Upgrade Nudge,sms,2026-05-12T00:00:00.000Z,true,false,false,0
CMP-02810,GST-01808,Reactivation 60d,sms,2026-04-21T00:00:00.000Z,true,true,false,0
CMP-02811,GST-02231,Welcome Series,sms,2025-09-07T00:00:00.000Z,false,false,false,0
CMP-02812,GST-02087,Summer Stay Drop,sms,2025-08-17T00:00:00.000Z,false,false,false,0
CMP-02813,GST-01428,Reactivation 30d,email,2025-11-20T01:00:00.000Z,false,false,false,0
CMP-02814,GST-01901,Resort Weekender,push,2025-01-05T01:00:00.000Z,true,true,false,0
CMP-02815,GST-00604,Summer Stay Drop,sms,2025-06-13T00:00:00.000Z,false,false,false,0
CMP-02816,GST-01659,Welcome Series,sms,2025-02-15T01:00:00.000Z,true,false,false,0
CMP-02817,GST-01980,Reactivation 60d,sms,2025-08-01T00:00:00.000Z,false,false,false,0
CMP-02818,GST-00474,Reactivation 60d,push,2025-10-25T00:00:00.000Z,false,false,false,0
CMP-02819,GST-01058,Summer Stay Drop,sms,2025-10-25T00:00:00.000Z,false,false,false,0
CMP-02820,GST-01915,Dining Bundle,email,2025-07-09T00:00:00.000Z,false,false,false,0
CMP-02821,GST-01116,Welcome Series,sms,2025-06-26T00:00:00.000Z,true,false,false,0
CMP-02822,GST-00836,Tier Upgrade Nudge,email,2025-01-02T01:00:00.000Z,false,false,false,0
CMP-02823,GST-00922,Resort Weekender,sms,2025-05-17T00:00:00.000Z,true,false,false,0
CMP-02824,GST-00995,Reactivation 60d,email,2026-04-12T00:00:00.000Z,false,false,false,0
CMP-02825,GST-00244,Dining Bundle,email,2026-03-02T01:00:00.000Z,false,false,false,0
CMP-02826,GST-00999,Spa + Stay Package,push,2025-03-29T00:00:00.000Z,true,false,false,0
CMP-02827,GST-00028,Dining Bundle,email,2025-09-21T00:00:00.000Z,false,false,false,0
CMP-02828,GST-02305,Tier Upgrade Nudge,email,2025-03-06T01:00:00.000Z,false,false,false,0
CMP-02829,GST-01159,Birthday Reward,email,2025-11-28T01:00:00.000Z,false,false,false,0
CMP-02830,GST-00590,Birthday Reward,sms,2025-08-18T00:00:00.000Z,false,false,false,0
CMP-02831,GST-00070,Birthday Reward,email,2025-01-19T01:00:00.000Z,false,false,false,0
CMP-02832,GST-01327,Dining Bundle,email,2024-12-09T01:00:00.000Z,false,false,false,0
CMP-02833,GST-00480,Tier Upgrade Nudge,sms,2025-05-04T00:00:00.000Z,false,false,false,0
CMP-02834,GST-00281,Platinum Exclusive,sms,2026-02-07T01:00:00.000Z,true,false,false,0
CMP-02835,GST-01478,Summer Stay Drop,email,2025-12-22T01:00:00.000Z,false,false,false,0
CMP-02836,GST-00612,Reactivation 30d,push,2025-12-27T01:00:00.000Z,true,true,true,0
CMP-02837,GST-00371,Birthday Reward,sms,2025-09-09T00:00:00.000Z,false,false,false,0
CMP-02838,GST-00476,Platinum Exclusive,email,2025-05-04T00:00:00.000Z,false,false,false,0
CMP-02839,GST-01400,Dining Bundle,push,2025-08-26T00:00:00.000Z,true,false,false,0
CMP-02840,GST-01801,Resort Weekender,sms,2026-03-20T00:00:00.000Z,false,false,false,0
CMP-02841,GST-01566,Dining Bundle,email,2025-09-03T00:00:00.000Z,false,false,false,0
CMP-02842,GST-00047,Dining Bundle,email,2025-12-30T01:00:00.000Z,false,false,false,0
CMP-02843,GST-00017,Tier Upgrade Nudge,email,2024-12-01T01:00:00.000Z,false,false,false,0
CMP-02844,GST-00011,Reactivation 30d,sms,2025-04-24T00:00:00.000Z,true,false,false,0
CMP-02845,GST-00665,Tier Upgrade Nudge,email,2025-09-15T00:00:00.000Z,false,false,false,0
CMP-02846,GST-01520,Platinum Exclusive,sms,2025-08-27T00:00:00.000Z,false,false,false,0
CMP-02847,GST-02291,Spa + Stay Package,push,2025-01-22T01:00:00.000Z,true,false,false,0
CMP-02848,GST-01090,Reactivation 60d,push,2025-12-29T01:00:00.000Z,true,true,true,145.39
CMP-02849,GST-00137,Resort Weekender,push,2025-11-13T01:00:00.000Z,false,false,false,0
CMP-02850,GST-02269,Platinum Exclusive,email,2025-11-24T01:00:00.000Z,false,false,false,0
CMP-02851,GST-00375,Platinum Exclusive,sms,2026-01-13T01:00:00.000Z,true,false,false,0
CMP-02852,GST-02019,Spa + Stay Package,email,2026-01-22T01:00:00.000Z,false,false,false,0
CMP-02853,GST-00284,Tier Upgrade Nudge,email,2025-04-30T00:00:00.000Z,false,false,false,0
CMP-02854,GST-01731,Resort Weekender,sms,2025-03-11T00:00:00.000Z,false,false,false,0
CMP-02855,GST-01406,Dining Bundle,sms,2025-05-05T00:00:00.000Z,true,false,false,0
CMP-02856,GST-02137,Welcome Series,push,2025-09-14T00:00:00.000Z,false,false,false,0
CMP-02857,GST-00235,Summer Stay Drop,email,2025-03-12T00:00:00.000Z,true,false,false,0
CMP-02858,GST-01691,Reactivation 30d,push,2025-11-03T01:00:00.000Z,false,false,false,0
CMP-02859,GST-01677,Tier Upgrade Nudge,email,2026-03-25T00:00:00.000Z,false,false,false,0
CMP-02860,GST-01447,Platinum Exclusive,push,2025-11-11T01:00:00.000Z,true,false,false,0
CMP-02861,GST-00712,Spa + Stay Package,email,2025-10-17T00:00:00.000Z,false,false,false,0
CMP-02862,GST-01397,Platinum Exclusive,email,2025-09-29T00:00:00.000Z,false,false,false,0
CMP-02863,GST-01934,Welcome Series,email,2026-04-29T00:00:00.000Z,false,false,false,0
CMP-02864,GST-02206,Dining Bundle,sms,2024-12-01T01:00:00.000Z,true,false,false,0
CMP-02865,GST-00270,Welcome Series,email,2025-02-18T01:00:00.000Z,true,false,false,0
CMP-02866,GST-01449,Spa + Stay Package,email,2025-05-21T00:00:00.000Z,false,false,false,0
CMP-02867,GST-01365,Birthday Reward,sms,2025-04-02T00:00:00.000Z,false,false,false,0
CMP-02868,GST-00729,Reactivation 30d,email,2025-06-11T00:00:00.000Z,false,false,false,0
CMP-02869,GST-01983,Resort Weekender,sms,2024-11-28T01:00:00.000Z,false,false,false,0
CMP-02870,GST-02234,Platinum Exclusive,email,2025-07-07T00:00:00.000Z,true,false,false,0
CMP-02871,GST-00379,Reactivation 30d,email,2024-12-26T01:00:00.000Z,false,false,false,0
CMP-02872,GST-00069,Reactivation 60d,sms,2025-09-13T00:00:00.000Z,true,false,false,0
CMP-02873,GST-00526,Dining Bundle,push,2025-04-07T00:00:00.000Z,false,false,false,0
CMP-02874,GST-00154,Dining Bundle,sms,2025-12-04T01:00:00.000Z,true,false,false,0
CMP-02875,GST-01449,Tier Upgrade Nudge,email,2026-02-07T01:00:00.000Z,true,false,false,0
CMP-02876,GST-00958,Welcome Series,sms,2025-11-15T01:00:00.000Z,true,false,false,0
CMP-02877,GST-02089,Reactivation 30d,email,2025-04-12T00:00:00.000Z,false,false,false,0
CMP-02878,GST-00795,Resort Weekender,sms,2025-11-21T01:00:00.000Z,false,false,false,0
CMP-02879,GST-00962,Tier Upgrade Nudge,push,2025-08-22T00:00:00.000Z,false,false,false,0
CMP-02880,GST-00513,Reactivation 60d,sms,2025-04-16T00:00:00.000Z,true,false,false,0
CMP-02881,GST-01537,Reactivation 60d,email,2025-09-17T00:00:00.000Z,true,false,false,0
CMP-02882,GST-01953,Birthday Reward,push,2025-12-26T01:00:00.000Z,true,true,true,426.96
CMP-02883,GST-00122,Summer Stay Drop,email,2025-03-07T01:00:00.000Z,true,false,false,0
CMP-02884,GST-01159,Summer Stay Drop,email,2025-03-14T00:00:00.000Z,true,true,false,0
CMP-02885,GST-01825,Dining Bundle,email,2025-11-15T01:00:00.000Z,false,false,false,0
CMP-02886,GST-02227,Summer Stay Drop,email,2025-03-29T00:00:00.000Z,false,false,false,0
CMP-02887,GST-01076,Welcome Series,sms,2025-01-25T01:00:00.000Z,true,false,false,0
CMP-02888,GST-02073,Tier Upgrade Nudge,sms,2026-02-11T01:00:00.000Z,true,false,false,0
CMP-02889,GST-01171,Platinum Exclusive,email,2025-03-26T00:00:00.000Z,false,false,false,0
CMP-02890,GST-01911,Dining Bundle,sms,2025-02-01T01:00:00.000Z,true,false,false,0
CMP-02891,GST-01763,Welcome Series,email,2025-01-18T01:00:00.000Z,false,false,false,0
CMP-02892,GST-00188,Reactivation 60d,push,2024-11-28T01:00:00.000Z,true,false,false,0
CMP-02893,GST-02330,Reactivation 30d,sms,2025-04-20T00:00:00.000Z,true,false,false,0
CMP-02894,GST-00696,Welcome Series,sms,2026-01-23T01:00:00.000Z,true,false,false,0
CMP-02895,GST-00383,Reactivation 30d,email,2025-01-28T01:00:00.000Z,false,false,false,0
CMP-02896,GST-01197,Dining Bundle,email,2025-06-16T00:00:00.000Z,true,true,true,924.09
CMP-02897,GST-00035,Resort Weekender,email,2025-08-11T00:00:00.000Z,true,false,false,0
CMP-02898,GST-00971,Platinum Exclusive,email,2025-07-16T00:00:00.000Z,true,false,false,0
CMP-02899,GST-02037,Spa + Stay Package,email,2025-02-22T01:00:00.000Z,true,true,true,231.36
CMP-02900,GST-00602,Reactivation 60d,sms,2025-09-15T00:00:00.000Z,false,false,false,0
CMP-02901,GST-01586,Platinum Exclusive,push,2026-01-29T01:00:00.000Z,true,false,false,0
CMP-02902,GST-00571,Birthday Reward,email,2025-12-21T01:00:00.000Z,false,false,false,0
CMP-02903,GST-00418,Resort Weekender,email,2026-04-15T00:00:00.000Z,true,false,false,0
CMP-02904,GST-01446,Tier Upgrade Nudge,email,2025-04-01T00:00:00.000Z,false,false,false,0
CMP-02905,GST-02243,Birthday Reward,email,2026-03-02T01:00:00.000Z,false,false,false,0
CMP-02906,GST-01354,Tier Upgrade Nudge,sms,2026-04-08T00:00:00.000Z,false,false,false,0
CMP-02907,GST-01330,Welcome Series,email,2025-10-27T00:00:00.000Z,true,false,false,0
CMP-02908,GST-01935,Resort Weekender,email,2024-12-16T01:00:00.000Z,false,false,false,0
CMP-02909,GST-01172,Summer Stay Drop,email,2026-04-06T00:00:00.000Z,false,false,false,0
CMP-02910,GST-02004,Summer Stay Drop,email,2025-11-01T00:00:00.000Z,false,false,false,0
CMP-02911,GST-00419,Reactivation 30d,push,2025-10-23T00:00:00.000Z,true,false,false,0
CMP-02912,GST-01375,Reactivation 30d,push,2025-12-30T01:00:00.000Z,false,false,false,0
CMP-02913,GST-02371,Summer Stay Drop,push,2026-01-05T01:00:00.000Z,false,false,false,0
CMP-02914,GST-00107,Platinum Exclusive,push,2026-02-19T01:00:00.000Z,false,false,false,0
CMP-02915,GST-00437,Spa + Stay Package,email,2026-02-03T01:00:00.000Z,true,true,true,256.52
CMP-02916,GST-00420,Spa + Stay Package,sms,2025-11-25T01:00:00.000Z,true,false,false,0
CMP-02917,GST-00700,Platinum Exclusive,email,2025-04-16T00:00:00.000Z,true,false,false,0
CMP-02918,GST-00547,Resort Weekender,push,2026-01-09T01:00:00.000Z,true,false,false,0
CMP-02919,GST-00778,Spa + Stay Package,push,2026-04-29T00:00:00.000Z,false,false,false,0
CMP-02920,GST-00264,Platinum Exclusive,push,2025-05-31T00:00:00.000Z,true,true,false,0
CMP-02921,GST-00344,Birthday Reward,sms,2025-04-06T00:00:00.000Z,true,false,false,0
CMP-02922,GST-02293,Dining Bundle,sms,2026-04-05T00:00:00.000Z,false,false,false,0
CMP-02923,GST-02352,Birthday Reward,email,2024-12-03T01:00:00.000Z,false,false,false,0
CMP-02924,GST-00505,Welcome Series,email,2026-03-15T00:00:00.000Z,false,false,false,0
CMP-02925,GST-01017,Summer Stay Drop,email,2025-04-26T00:00:00.000Z,false,false,false,0
CMP-02926,GST-01977,Spa + Stay Package,email,2025-04-30T00:00:00.000Z,true,true,true,300.36
CMP-02927,GST-01631,Dining Bundle,email,2026-03-13T00:00:00.000Z,false,false,false,0
CMP-02928,GST-01406,Reactivation 60d,sms,2025-09-27T00:00:00.000Z,true,true,false,0
CMP-02929,GST-01633,Reactivation 60d,email,2026-04-30T00:00:00.000Z,false,false,false,0
CMP-02930,GST-01650,Tier Upgrade Nudge,email,2025-11-27T01:00:00.000Z,false,false,false,0
CMP-02931,GST-00030,Platinum Exclusive,email,2025-10-08T00:00:00.000Z,false,false,false,0
CMP-02932,GST-01969,Dining Bundle,email,2025-10-07T00:00:00.000Z,false,false,false,0
CMP-02933,GST-01321,Birthday Reward,push,2025-08-17T00:00:00.000Z,true,true,true,0
CMP-02934,GST-00799,Reactivation 30d,email,2025-07-29T00:00:00.000Z,false,false,false,0
CMP-02935,GST-01762,Dining Bundle,sms,2025-06-15T00:00:00.000Z,false,false,false,0
CMP-02936,GST-00857,Reactivation 30d,push,2025-06-25T00:00:00.000Z,true,false,false,0
CMP-02937,GST-02227,Welcome Series,email,2025-08-06T00:00:00.000Z,true,true,false,0
CMP-02938,GST-00802,Summer Stay Drop,email,2025-10-09T00:00:00.000Z,false,false,false,0
CMP-02939,GST-01372,Welcome Series,sms,2025-01-26T01:00:00.000Z,true,false,false,0
CMP-02940,GST-00851,Spa + Stay Package,push,2026-01-28T01:00:00.000Z,true,false,false,0
CMP-02941,GST-01650,Platinum Exclusive,email,2025-11-17T01:00:00.000Z,false,false,false,0
CMP-02942,GST-01377,Welcome Series,sms,2025-06-24T00:00:00.000Z,true,false,false,0
CMP-02943,GST-02078,Welcome Series,email,2025-09-03T00:00:00.000Z,true,false,false,0
CMP-02944,GST-00103,Summer Stay Drop,email,2026-04-24T00:00:00.000Z,false,false,false,0
CMP-02945,GST-01312,Birthday Reward,email,2025-10-07T00:00:00.000Z,false,false,false,0
CMP-02946,GST-01198,Resort Weekender,email,2025-08-18T00:00:00.000Z,false,false,false,0
CMP-02947,GST-00858,Reactivation 60d,email,2024-12-29T01:00:00.000Z,false,false,false,0
CMP-02948,GST-01498,Summer Stay Drop,push,2025-11-17T01:00:00.000Z,true,false,false,0
CMP-02949,GST-01217,Spa + Stay Package,email,2025-05-07T00:00:00.000Z,true,false,false,0
CMP-02950,GST-01826,Spa + Stay Package,push,2025-04-14T00:00:00.000Z,false,false,false,0
CMP-02951,GST-02226,Platinum Exclusive,push,2026-05-06T00:00:00.000Z,true,false,false,0
CMP-02952,GST-01107,Reactivation 30d,email,2024-12-30T01:00:00.000Z,false,false,false,0
CMP-02953,GST-01174,Summer Stay Drop,sms,2026-01-25T01:00:00.000Z,true,false,false,0
CMP-02954,GST-00405,Welcome Series,push,2025-05-15T00:00:00.000Z,true,false,false,0
CMP-02955,GST-01641,Tier Upgrade Nudge,sms,2025-09-07T00:00:00.000Z,true,false,false,0
CMP-02956,GST-00879,Resort Weekender,email,2025-05-31T00:00:00.000Z,true,false,false,0
CMP-02957,GST-00818,Birthday Reward,sms,2025-05-03T00:00:00.000Z,false,false,false,0
CMP-02958,GST-00890,Summer Stay Drop,email,2025-11-05T01:00:00.000Z,true,false,false,0
CMP-02959,GST-01957,Platinum Exclusive,sms,2025-04-20T00:00:00.000Z,true,false,false,0
CMP-02960,GST-01497,Birthday Reward,email,2025-08-25T00:00:00.000Z,false,false,false,0
CMP-02961,GST-00834,Reactivation 30d,email,2025-12-24T01:00:00.000Z,true,false,false,0
CMP-02962,GST-00748,Birthday Reward,email,2025-10-05T00:00:00.000Z,true,false,false,0
CMP-02963,GST-01229,Reactivation 60d,email,2025-03-14T00:00:00.000Z,false,false,false,0
CMP-02964,GST-01101,Reactivation 60d,sms,2025-06-21T00:00:00.000Z,false,false,false,0
CMP-02965,GST-01231,Reactivation 60d,sms,2025-06-07T00:00:00.000Z,false,false,false,0
CMP-02966,GST-01733,Spa + Stay Package,sms,2025-01-08T01:00:00.000Z,true,true,false,0
CMP-02967,GST-00670,Summer Stay Drop,email,2025-03-28T00:00:00.000Z,false,false,false,0
CMP-02968,GST-01736,Tier Upgrade Nudge,email,2026-02-06T01:00:00.000Z,false,false,false,0
CMP-02969,GST-01103,Dining Bundle,email,2025-01-30T01:00:00.000Z,false,false,false,0
CMP-02970,GST-01578,Summer Stay Drop,email,2025-03-31T00:00:00.000Z,false,false,false,0
CMP-02971,GST-00697,Reactivation 30d,push,2026-01-07T01:00:00.000Z,true,false,false,0
CMP-02972,GST-02386,Dining Bundle,email,2025-05-04T00:00:00.000Z,false,false,false,0
CMP-02973,GST-01407,Reactivation 30d,email,2026-04-02T00:00:00.000Z,true,false,false,0
CMP-02974,GST-00017,Platinum Exclusive,email,2025-05-25T00:00:00.000Z,false,false,false,0
CMP-02975,GST-02038,Spa + Stay Package,sms,2025-12-04T01:00:00.000Z,false,false,false,0
CMP-02976,GST-00529,Platinum Exclusive,email,2025-03-29T00:00:00.000Z,false,false,false,0
CMP-02977,GST-01302,Spa + Stay Package,email,2026-02-11T01:00:00.000Z,true,false,false,0
CMP-02978,GST-02188,Welcome Series,email,2025-01-29T01:00:00.000Z,false,false,false,0
CMP-02979,GST-01862,Welcome Series,sms,2025-06-20T00:00:00.000Z,true,false,false,0
CMP-02980,GST-00111,Reactivation 30d,email,2026-01-12T01:00:00.000Z,true,false,false,0
CMP-02981,GST-01406,Spa + Stay Package,sms,2025-10-25T00:00:00.000Z,false,false,false,0
CMP-02982,GST-01132,Birthday Reward,push,2025-11-03T01:00:00.000Z,true,false,false,0
CMP-02983,GST-00133,Resort Weekender,email,2025-07-01T00:00:00.000Z,false,false,false,0
CMP-02984,GST-00132,Reactivation 30d,push,2026-01-31T01:00:00.000Z,true,false,false,0
CMP-02985,GST-00685,Tier Upgrade Nudge,sms,2026-01-10T01:00:00.000Z,false,false,false,0
CMP-02986,GST-00418,Dining Bundle,email,2025-12-24T01:00:00.000Z,false,false,false,0
CMP-02987,GST-01032,Dining Bundle,sms,2026-01-30T01:00:00.000Z,true,false,false,0
CMP-02988,GST-01111,Tier Upgrade Nudge,email,2025-05-03T00:00:00.000Z,true,true,false,0
CMP-02989,GST-02159,Welcome Series,sms,2025-01-12T01:00:00.000Z,false,false,false,0
CMP-02990,GST-02332,Resort Weekender,sms,2025-05-17T00:00:00.000Z,false,false,false,0
CMP-02991,GST-00561,Summer Stay Drop,email,2026-03-07T01:00:00.000Z,false,false,false,0
CMP-02992,GST-00068,Birthday Reward,sms,2025-05-05T00:00:00.000Z,true,true,true,99.58
CMP-02993,GST-01550,Welcome Series,email,2025-09-27T00:00:00.000Z,false,false,false,0
CMP-02994,GST-00870,Spa + Stay Package,sms,2025-10-25T00:00:00.000Z,false,false,false,0
CMP-02995,GST-00685,Reactivation 30d,sms,2025-06-21T00:00:00.000Z,false,false,false,0
CMP-02996,GST-01477,Reactivation 60d,email,2025-10-20T00:00:00.000Z,false,false,false,0
CMP-02997,GST-00649,Reactivation 60d,email,2025-06-29T00:00:00.000Z,true,false,false,0
CMP-02998,GST-00990,Dining Bundle,sms,2025-10-24T00:00:00.000Z,true,true,false,0
CMP-02999,GST-01024,Summer Stay Drop,email,2025-01-14T01:00:00.000Z,false,false,false,0
CMP-03000,GST-00173,Tier Upgrade Nudge,email,2025-02-27T01:00:00.000Z,false,false,false,0
CMP-03001,GST-01322,Tier Upgrade Nudge,push,2025-07-20T00:00:00.000Z,true,false,false,0
CMP-03002,GST-00209,Summer Stay Drop,push,2025-02-17T01:00:00.000Z,false,false,false,0
CMP-03003,GST-00047,Birthday Reward,email,2025-01-22T01:00:00.000Z,false,false,false,0
CMP-03004,GST-02348,Dining Bundle,push,2025-07-07T00:00:00.000Z,false,false,false,0
CMP-03005,GST-02380,Tier Upgrade Nudge,sms,2025-01-19T01:00:00.000Z,true,false,false,0
CMP-03006,GST-01131,Summer Stay Drop,push,2025-11-28T01:00:00.000Z,true,true,true,330.21
CMP-03007,GST-02329,Spa + Stay Package,sms,2025-07-12T00:00:00.000Z,true,true,true,159.34
CMP-03008,GST-00636,Birthday Reward,email,2026-02-21T01:00:00.000Z,true,false,false,0
CMP-03009,GST-00318,Platinum Exclusive,sms,2025-04-15T00:00:00.000Z,false,false,false,0
CMP-03010,GST-02394,Resort Weekender,sms,2024-12-11T01:00:00.000Z,true,true,false,0
CMP-03011,GST-00939,Birthday Reward,email,2026-04-27T00:00:00.000Z,false,false,false,0
CMP-03012,GST-00787,Resort Weekender,sms,2025-08-11T00:00:00.000Z,true,false,false,0
CMP-03013,GST-02308,Resort Weekender,email,2025-04-02T00:00:00.000Z,true,false,false,0
CMP-03014,GST-02231,Dining Bundle,email,2025-01-22T01:00:00.000Z,false,false,false,0
CMP-03015,GST-02212,Reactivation 30d,email,2025-06-30T00:00:00.000Z,false,false,false,0
CMP-03016,GST-01034,Welcome Series,email,2026-03-10T00:00:00.000Z,false,false,false,0
CMP-03017,GST-01315,Welcome Series,email,2025-12-10T01:00:00.000Z,false,false,false,0
CMP-03018,GST-02388,Resort Weekender,email,2025-08-09T00:00:00.000Z,false,false,false,0
CMP-03019,GST-01327,Dining Bundle,sms,2025-02-08T01:00:00.000Z,true,false,false,0
CMP-03020,GST-01028,Resort Weekender,email,2025-12-20T01:00:00.000Z,false,false,false,0
CMP-03021,GST-01179,Birthday Reward,sms,2026-04-05T00:00:00.000Z,true,false,false,0
CMP-03022,GST-01443,Tier Upgrade Nudge,email,2025-05-23T00:00:00.000Z,false,false,false,0
CMP-03023,GST-02304,Tier Upgrade Nudge,sms,2025-12-21T01:00:00.000Z,false,false,false,0
CMP-03024,GST-00225,Welcome Series,sms,2025-11-11T01:00:00.000Z,true,false,false,0
CMP-03025,GST-00980,Dining Bundle,email,2025-05-24T00:00:00.000Z,false,false,false,0
CMP-03026,GST-01270,Dining Bundle,email,2025-03-31T00:00:00.000Z,false,false,false,0
CMP-03027,GST-00014,Platinum Exclusive,push,2025-05-23T00:00:00.000Z,false,false,false,0
CMP-03028,GST-01617,Reactivation 30d,push,2025-05-22T00:00:00.000Z,true,false,false,0
CMP-03029,GST-01768,Reactivation 60d,sms,2026-04-17T00:00:00.000Z,false,false,false,0
CMP-03030,GST-01344,Reactivation 60d,push,2025-12-04T01:00:00.000Z,true,true,true,422.57
CMP-03031,GST-00310,Reactivation 30d,email,2025-02-27T01:00:00.000Z,false,false,false,0
CMP-03032,GST-00806,Resort Weekender,email,2025-07-03T00:00:00.000Z,false,false,false,0
CMP-03033,GST-00794,Tier Upgrade Nudge,sms,2026-05-16T00:00:00.000Z,false,false,false,0
CMP-03034,GST-00905,Resort Weekender,email,2025-02-17T01:00:00.000Z,false,false,false,0
CMP-03035,GST-01125,Birthday Reward,email,2025-08-15T00:00:00.000Z,false,false,false,0
CMP-03036,GST-02214,Resort Weekender,push,2024-11-27T01:00:00.000Z,true,false,false,0
CMP-03037,GST-01342,Spa + Stay Package,email,2025-01-03T01:00:00.000Z,true,true,true,178.04
CMP-03038,GST-00223,Resort Weekender,sms,2026-03-25T00:00:00.000Z,true,false,false,0
CMP-03039,GST-01225,Platinum Exclusive,sms,2025-05-13T00:00:00.000Z,true,false,false,0
CMP-03040,GST-01859,Birthday Reward,push,2025-03-02T01:00:00.000Z,false,false,false,0
CMP-03041,GST-00629,Reactivation 30d,sms,2025-07-08T00:00:00.000Z,true,false,false,0
CMP-03042,GST-01372,Platinum Exclusive,sms,2025-10-12T00:00:00.000Z,false,false,false,0
CMP-03043,GST-00602,Welcome Series,email,2026-01-08T01:00:00.000Z,false,false,false,0
CMP-03044,GST-00026,Reactivation 30d,sms,2025-07-02T00:00:00.000Z,true,false,false,0
CMP-03045,GST-02077,Reactivation 30d,sms,2025-03-04T01:00:00.000Z,false,false,false,0
CMP-03046,GST-02045,Dining Bundle,push,2025-07-10T00:00:00.000Z,true,false,false,0
CMP-03047,GST-02259,Birthday Reward,sms,2025-05-21T00:00:00.000Z,true,true,false,0
CMP-03048,GST-02033,Resort Weekender,push,2025-01-31T01:00:00.000Z,false,false,false,0
CMP-03049,GST-02177,Reactivation 60d,email,2026-03-27T00:00:00.000Z,false,false,false,0
CMP-03050,GST-01322,Birthday Reward,email,2025-09-11T00:00:00.000Z,false,false,false,0
CMP-03051,GST-01654,Birthday Reward,push,2025-12-26T01:00:00.000Z,true,true,false,0
CMP-03052,GST-01815,Resort Weekender,email,2025-09-05T00:00:00.000Z,false,false,false,0
CMP-03053,GST-00975,Reactivation 30d,push,2026-02-13T01:00:00.000Z,true,false,false,0
CMP-03054,GST-00761,Reactivation 60d,email,2026-02-25T01:00:00.000Z,true,false,false,0
CMP-03055,GST-01757,Birthday Reward,push,2025-07-02T00:00:00.000Z,true,true,false,0
CMP-03056,GST-00644,Reactivation 60d,push,2026-01-11T01:00:00.000Z,true,false,false,0
CMP-03057,GST-01650,Dining Bundle,email,2026-04-21T00:00:00.000Z,false,false,false,0
CMP-03058,GST-00163,Summer Stay Drop,email,2025-01-18T01:00:00.000Z,false,false,false,0
CMP-03059,GST-00853,Tier Upgrade Nudge,email,2026-03-21T00:00:00.000Z,true,false,false,0
CMP-03060,GST-00049,Welcome Series,email,2025-09-12T00:00:00.000Z,false,false,false,0
CMP-03061,GST-00485,Reactivation 60d,email,2025-06-29T00:00:00.000Z,false,false,false,0
CMP-03062,GST-01629,Reactivation 60d,sms,2026-01-05T01:00:00.000Z,true,true,false,0
CMP-03063,GST-02388,Platinum Exclusive,sms,2025-08-05T00:00:00.000Z,true,false,false,0
CMP-03064,GST-00326,Welcome Series,email,2026-05-14T00:00:00.000Z,false,false,false,0
CMP-03065,GST-00412,Welcome Series,sms,2025-10-26T00:00:00.000Z,false,false,false,0
CMP-03066,GST-02105,Spa + Stay Package,email,2025-11-21T01:00:00.000Z,false,false,false,0
CMP-03067,GST-00182,Welcome Series,email,2025-12-23T01:00:00.000Z,true,false,false,0
CMP-03068,GST-01288,Birthday Reward,email,2025-06-08T00:00:00.000Z,false,false,false,0
CMP-03069,GST-01935,Reactivation 30d,email,2025-07-21T00:00:00.000Z,true,false,false,0
CMP-03070,GST-00784,Welcome Series,email,2026-03-26T00:00:00.000Z,false,false,false,0
CMP-03071,GST-01093,Platinum Exclusive,email,2026-04-01T00:00:00.000Z,true,false,false,0
CMP-03072,GST-00994,Dining Bundle,email,2025-09-15T00:00:00.000Z,false,false,false,0
CMP-03073,GST-00316,Reactivation 30d,email,2025-08-06T00:00:00.000Z,false,false,false,0
CMP-03074,GST-00129,Welcome Series,email,2025-04-10T00:00:00.000Z,false,false,false,0
CMP-03075,GST-00083,Summer Stay Drop,sms,2026-03-05T01:00:00.000Z,false,false,false,0
CMP-03076,GST-00014,Resort Weekender,push,2026-04-22T00:00:00.000Z,true,false,false,0
